"b59e45c1b885fb67c9e0964e3daccc69d809ed63","1716","BlaZeon (Japan)"
"9fef44a31c73b505d267868ff2091aea4c4f584c","18906","Blazing Skies (Europe)"
"f783453422ab69cbc8a21838da036d34cff6a07e","","Block Kuzushi (Japan)"
"5771b2366802f7ff2f5a2402d11beb1da5627dd5","","Blue Crystalrod, The (Japan)"
"4ca07bc7319303952bc4b036eb3322dff3212d29","2788","Blues Brothers, The (Europe)"
"e97b319729bb8fdf0883c349c009b76f01210e68","2788","Blues Brothers, The (Europe) (Beta)"
"bd052490d6d57b92841fe4e97eddaa159e660d78","2788","Blues Brothers, The (Japan)"
"ad516a2bb9e7a8c9ecccdfbb491ba3dcc92a0519","2788","Blues Brothers, The (USA)"
"93e740d37750e1f464b545dfb569b9d51c3473e4","3484","Bobby's World (USA) (Proto)"
"2fe859c1dfb3304e50f6845a41712c4307743c3b","1921","Bokujou Monogatari (Japan)"
"de85f5bd02c91c6f9f56dc626f81e44eeb990037","1921","Bokujou Monogatari (Japan) (Rev 1)"
"1f1698bfde71cabbcb7ea57bf0ba69141362e562","21352","Bomber Man B-Daman (Japan)"
"2cbe987eb2265ff5f6e1cf65d8233fc232dec04d","288","Bombuzal (Japan)"
"ae55ff828d17cccd712516f587d4e8ef7fff3afb","1796","Bonkers - Hollywood Daisakusen! (Japan)"
"e9b6482ff501b35db2aaffd1e2fca4f4be82034b","1796","Bonkers (USA)"
"d8c904ead121d4d8d46dc4495e3fd2b2a91b7b62","1717","Boogerman - A Pick and Flick Adventure (Europe)"
"aa6afbec0c111943df266f93143aa1082659070e","1717","Boogerman - A Pick and Flick Adventure (USA)"
"560d3eb4ec3bc40a7d5a06af2f03b19f5104f633","23249","Bounty Sword (Japan)"
"d2c02eb865600ba1fd64b12624b579ba05e13fcf","17856","Boxing Legends of the Ring (Europe)"
"1cbe6c3fd218c7fbd434d9951bbd9cc8eee049d2","17856","Boxing Legends of the Ring (USA)"
"fa656abd8de72e139d2634dff5fb790949421b41","1718","Brain Lord (Japan)"
"1398a08d66980f8a9f73e0ae20ed5c518b3859e8","1718","Brain Lord (USA)"
"d56e4c729b295055df70bb37111bef1021173f6f","1587","Brainies, The (Europe)"
"ba2e624390925f0993b5ccf74072e168fbfe4606","1587","Brainies, The (USA)"
