"Description","Media Serial","Region","File","Size","MD5","CRC32"
"Gionbana (Japan)","","","Gionbana (Japan).sfc","1048576","5D8D8FB146442020D3E07F139CAC7955","019309A2"
"Go Go Ackman (Japan)","","Japan","Go Go Ackman (Japan).sfc","1310720","698EC39014F45D1ECEA6ECC7D5223664","26FB2D11"
"Go Go Ackman 2 (Japan)","","Japan","Go Go Ackman 2 (Japan).sfc","1572864","B835E0F37A804887C6041A6452A51B78","76C7AA37"
"Go Go Ackman 3 (Japan)","","","Go Go Ackman 3 (Japan).sfc","2097152","E78DED3BCAE4CFDFE29250DB7F600176","9A18290C"
"Go! Go! Dodge League (Japan)","","","Go! Go! Dodge League (Japan).sfc","524288","6D08044C3F407679AB69523100868529","184B07DC"
"Go! Go! Dodge League (Japan) (Rev 1)","","","Go! Go! Dodge League (Japan) (Rev 1).sfc","524288","8CB900956009CBB50803760F30C57E48","06E6E66D"
"Goal! (USA)","SNS-SU-USA","USA","Goal! (USA).sfc","1048576","95088BAF98FE3E9E50730DCF48DB1B60","935EA22C"
"Gods (Europe)","SNSP-GZ-UKV","Europe","Gods (Europe).sfc","1048576","DA9354F321779C7670B562816C97163B","16416BB5"
"Gods (USA)","SNS-GZ-USA","USA","Gods (USA).sfc","1048576","310EED9404C446D12BA479A158F38BEB","6779970F"
"Gods (USA) (Beta)","","USA","Gods (USA) (Beta).sfc","1048576","2DA76E5374CA5617D99CD1E7813D71EF","3C368342"
"Gojira - Kaijuu Daikessen (Japan)","","","Gojira - Kaijuu Daikessen (Japan).sfc","2621440","A8979138569EC2A9ECDBA69334593CCC","29CE8E57"
"Gokinjo Boukentai (Japan)","","Japan","Gokinjo Boukentai (Japan).sfc","2621440","C29077648552CE87A60726D9DBA27B55","33374F65"
"Gokujou Parodius (Japan)","","Japan","Gokujou Parodius (Japan).sfc","2097152","D9FA65C567AD9C0E6B8FEF6066E740D8","04EE98ED"
"Gokujou Parodius (Japan) (Beta)","","","Gokujou Parodius (Japan) (Beta).sfc","2097152","5F81087E96854AB14C9B36480E99D200","56FE0A74"
"Gokujou Parodius (Japan) (Sample)","","Japan","Gokujou Parodius (Japan) (Sample).sfc","2097152","BC45E72D89B54342426030DCE73CC963","E425BCD7"
"Gon (Japan)","","","Gon (Japan).sfc","1048576","444E00E4DEC0E5D15327E6DFCED9218B","426881A3"
"Goof Troop (Europe)","SNSP-G6-UKV","Europe","Goof Troop (Europe).sfc","524288","66688D31555ECFEAB50D810BBDC85D0B","61E8F56A"
"Goof Troop (France)","","","Goof Troop (France).sfc","524288","29E2EE08C6B7C1A89A720D7291F76E58","4FE6077A"
"Goof Troop (Germany)","","","Goof Troop (Germany).sfc","524288","3000077578BE5FD29B3903F00E83FB8E","AA69EF05"
"Goof Troop (USA)","","USA","Goof Troop (USA).sfc","524288","BB6A1198E291C8AE58E9581A4296ED4D","4AAFA462"
"Goof Troop (USA)","SNS-G6-USA","USA","Goof Troop (USA).sfc","524288","BB6A1198E291C8AE58E9581A4296ED4D","4AAFA462"
"Goofy to Max - Kaizoku-jima no Daibouken (Japan)","","Japan","Goofy to Max - Kaizoku-jima no Daibouken (Japan).sfc","524288","62F678F5679A1DAF6DA4C72C7E38CD29","D3279AAC"
"Gouketsuji Ichizoku (Japan)","","","Gouketsuji Ichizoku (Japan).sfc","3145728","3F5A432EF53DAF9DD40D9E4DF49BF2D2","BAF084EE"
"Gourmet Sentai Barayarou (Japan)","SHVC-AV6J-JPN","Japan","Gourmet Sentai Barayarou (Japan).sfc","2097152","B29EA2C67D6ECABF99C22829058F710B","9F717D76"
"Gourmet Sentai Barayarou (Japan)","","Japan","Gourmet Sentai Barayarou (Japan).sfc","2097152","B29EA2C67D6ECABF99C22829058F710B","9F717D76"
"Gousou Jinrai Densetsu - Musha (Japan)","","Japan","Gousou Jinrai Densetsu - Musha (Japan).sfc","1048576","FEEB6110B7BB3040FE542CF2A2104555","342F1C02"
"GP-1 (Europe)","SNSP-G7-UKV","Europe","GP-1 (Europe).sfc","1048576","A9EB00D00A4E94D79BAF284C780241BB","D013316B"
"GP-1 (Japan) (En)","","","GP-1 (Japan) (En).sfc","1048576","3F110D28949C912994CF925A3F5EA327","1895299C"
"GP-1 (USA)","SNS-G7-USA","USA","GP-1 (USA).sfc","1048576","757036FAF4F3403A88C7AC1191AD5E47","14BBC357"
"GP-1 - Part II (USA)","SNS-AGRE-USA","USA","GP-1 - Part II (USA).sfc","1572864","F7C3B2A7B3B386AD908C2A3169176400","A9014E12"
"GP-1 RS - Rapid Stream (Japan) (En)","","","GP-1 RS - Rapid Stream (Japan) (En).sfc","1572864","85F1F77FC5B350F228370FF94419D8A9","D4488768"
"Gradius III (Japan) (En)","","","Gradius III (Japan) (En).sfc","524288","059C8D6B72D95EDB9FC619BEE864EF3E","BCA9AB02"
"Gradius III (USA)","SNS-G3-USA","USA","Gradius III (USA).sfc","524288","EA30C4F341F6B7A6E290699460BA6C51","CD973979"
"Granhistoria - Genshi Sekaiki (Japan)","","Japan","Granhistoria - Genshi Sekaiki (Japan).sfc","2097152","DCE9998F26DE33FA4FE5586D966A4478","4AA7F384"
"Granhistoria - Genshi Sekaiki (Japan) (Sample)","","Japan","Granhistoria - Genshi Sekaiki (Japan) (Sample).sfc","2097152","1CAB1930BF771BDCDAB4999DBBD849F1","D7415D06"
"Granhistoria - Genshi Sekaiki (Japan) (Rev 1)","SHVC-AIRJ-JPN","Japan","Granhistoria - Genshi Sekaiki (Japan) (Rev 1).sfc","2097152","2BC0BE345F7D8C8B0FC1A8F88416415B","27EB2CF0"
"Great Battle Gaiden 2, The - Matsuri da Wasshoi (Japan)","","Japan","Great Battle Gaiden 2, The - Matsuri da Wasshoi (Japan).sfc","1310720","8C19E5107985ED27FAC3AD8BD2EB1D70","83806E38"
"Great Battle II, The - Last Fighter Twin (Japan)","","","Great Battle II, The - Last Fighter Twin (Japan).sfc","1048576","25194C0F0E0E9B808E3DA152DBDFCDD2","8254A32E"
"Great Battle III, The (Japan)","","","Great Battle III, The (Japan).sfc","1310720","267A6CE87B972AE7800D1B118BCB538E","B311DF48"
"Great Battle IV, The (Japan)","","Japan","Great Battle IV, The (Japan).sfc","1572864","771F518A8035740CC017287D2E5A7889","FB165A32"
"Great Battle IV, The (Japan) (Sample)","","","Great Battle IV, The (Japan) (Sample).sfc","1572864","6066EBD56585026661CC86F220FD3F44","615C4AA7"
"Great Battle V, The (Japan)","","Japan","Great Battle V, The (Japan).sfc","1572864","7DC0A87EC703EE7659AA04FB8F8D5058","BF3C9314"
"Great Circus Mystery Starring Mickey & Minnie, The (Europe)","SNSP-4C-EUR","Europe","Great Circus Mystery Starring Mickey & Minnie, The (Europe).sfc","1572864","2DABCD70AABB6BCB286B398824DA3EE7","7DE42137"
"Great Circus Mystery Starring Mickey & Minnie, The (USA)","","USA","Great Circus Mystery Starring Mickey & Minnie, The (USA).sfc","1572864","A4D68C20AC1567834403CDE9D590357F","1903EA89"
"Great Circus Mystery Starring Mickey & Minnie, The (USA)","SNS-4C-USA","USA","Great Circus Mystery Starring Mickey & Minnie, The (USA).sfc","1572864","A4D68C20AC1567834403CDE9D590357F","1903EA89"
"Great Waldo Search, The (USA)","SNS-GW-USA","USA","Great Waldo Search, The (USA).sfc","524288","65C83DA1D740214A3B663C369033A36D","EB49F246"
"GS Mikami - Joreishi wa Nice Body (Japan)","","Japan","GS Mikami - Joreishi wa Nice Body (Japan).sfc","1048576","388CFFCEBCD3155CAE2F2C5CEC1F92C1","444C9962"
"GT Racing (Japan)","","","GT Racing (Japan).sfc","2097152","D6D788471B2BE53629AA257686893ABB","1F73C832"
"GunForce (Japan) (En)","SHVC-GU","Japan","GunForce (Japan) (En).sfc","524288","F026A8E4F069513E74895F3E2B627DE1","EEAFD816"
"GunForce (USA)","","USA","GunForce (USA).sfc","524288","C77B2F22F465BCB8FD1E6C779D21F2E1","6F5C5DC0"
"GunForce (USA)","SNS-GU-USA","USA","GunForce (USA).sfc","524288","C77B2F22F465BCB8FD1E6C779D21F2E1","6F5C5DC0"
"GunForce - Battle Fire Engulfed Terror Island (Europe) (Proto)","","","GunForce - Battle Fire Engulfed Terror Island (Europe) (Proto).sfc","524288","052BBA7AE0FFD1DC5796AA7665843CDC","11AF8992"
"Habu Meijin no Omoshiro Shougi (Japan)","","","Habu Meijin no Omoshiro Shougi (Japan).sfc","1048576","6EB52A917882B8782CF5D5860E2299CF","4C1B8801"
"Hagane (Japan)","","Japan","Hagane (Japan).sfc","2097152","E589BC57614B0F70E833A89C15C2BB09","63245CAC"
"Hagane (Japan) (Beta)","","","Hagane (Japan) (Beta).sfc","2097152","025890274F11742A8AC765D130739223","F0BC3837"
"Hagane - The Final Conflict (Europe)","SNSP-AHGP-EUR","Europe","Hagane - The Final Conflict (Europe).sfc","2097152","36B0EF888D3E7352EEEE792E173426DC","7F6CCF00"
"Hagane - The Final Conflict (USA)","SNS-AHGE-USA","USA","Hagane - The Final Conflict (USA).sfc","2097152","44CB6BBBB233BC5D602D54FD418232F1","8E0A7034"
"Haisei Mahjong - Ryouga (Japan)","","","Haisei Mahjong - Ryouga (Japan).sfc","1048576","E550F158F2CCDA961ED0C624341B4228","CF7B57E0"
"Hakunetsu Pro Yakyuu '93 - Ganba League (Japan)","","","Hakunetsu Pro Yakyuu '93 - Ganba League (Japan).sfc","1572864","C3C8AE410C2802F2CE50941B1F646FA8","A539CBC8"
"Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan)","","","Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan).sfc","1048576","78DFA978EECE514649AC1F16E3024704","1B33D93C"
"Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan) (Beta)","N/A","Japan","Hakunetsu Pro Yakyuu '94 - Ganba League 3 (Japan) (Beta).sfc","1048576","80D2B8A291EA96C334E5B6D1A74FBB0A","A4E9B958"
"Hakunetsu Pro Yakyuu - Ganba League (Japan)","SHVC-GL","Japan","Hakunetsu Pro Yakyuu - Ganba League (Japan).sfc","1048576","AD08A1A6A59B98A363B73195AA6E789A","C7168FCB"
"Hakunetsu Pro Yakyuu - Ganba League (Japan) (Rev 1)","","","Hakunetsu Pro Yakyuu - Ganba League (Japan) (Rev 1).sfc","1048576","CFDBC8777EAD69B628263F7D70FF57F4","702446B7"
"HAL's Hole in One Golf (Europe)","SNSP-JO-SCN","Europe","HAL's Hole in One Golf (Europe).sfc","1048576","FAC9826D4F59D6C530A705E8DB25E2A7","27C87D04"
"HAL's Hole in One Golf (USA)","SNS-JO-USA","USA","HAL's Hole in One Golf (USA).sfc","1048576","E64A9A001FC38A9FEF507734D2E1AAEF","58752BAF"
"Hameln no Violin Hiki (Japan)","","Japan","Hameln no Violin Hiki (Japan).sfc","1572864","5B042F9443D8338E0EB7E2604F9A3363","FB500926"
"Hammer Lock Wrestling (USA)","SNS-LJ-USA","USA","Hammer Lock Wrestling (USA).sfc","2097152","8A0E00D2AC4F6AE8CC4DD17F46620304","3D2352EA"
"Hana no Keiji - Kumo no Kanata ni (Japan)","SHVC-AY4J-JPN","Japan","Hana no Keiji - Kumo no Kanata ni (Japan).sfc","2097152","711B308D29084395563CF577FEF20FFA","DC2B90F2"
"Hanafuda Ou (Japan)","","","Hanafuda Ou (Japan).sfc","524288","5B606541C4975BDF61F79DA198276617","4F453A21"
"Hanguk Pro Yagu (Korea)","","","Hanguk Pro Yagu (Korea).sfc","1572864","920D26154DA3DA96820AD07A3A05844A","A21FB1D5"
"Hanjuku Hero - Ah, Sekai yo Hanjuku Nare...!! (Japan)","","Japan","Hanjuku Hero - Ah, Sekai yo Hanjuku Nare...!! (Japan).sfc","1048576","EAAB71F99F9F45DFEA1FBBF493222999","D191AD46"
"Hansei Zaru Jiro-kun no Daibouken (Japan)","SHVC-HJ","Japan","Hansei Zaru Jiro-kun no Daibouken (Japan).sfc","524288","04AF527BA84C8B3E301FEBF269089E4D","0A7DC25D"
"Haou Taikei Ryuu Knight - Lord of Paladin (Japan)","","Japan","Haou Taikei Ryuu Knight - Lord of Paladin (Japan).sfc","1572864","F6B18C51FB4B704B2C56A5D8E6C0B299","B7B6BEF7"
"Haou Taikei Ryuu Knight - Lord of Paladin (Japan) (Rev 1)","","","Haou Taikei Ryuu Knight - Lord of Paladin (Japan) (Rev 1).sfc","1572864","7CAD74B21B53193B7426B6684CAECF75","2740560B"
"Haou Taikei Ryuu Knight - Lord of Paladin (Japan) (Beta)","","Japan","Haou Taikei Ryuu Knight - Lord of Paladin (Japan) (Beta).sfc","1572864","3474FD98284982326B96753FBEAB9039","6AFF2914"
"Harapeko Bakka (Japan)","","","Harapeko Bakka (Japan).sfc","262144","112263A10A15AE69A6EA39EC33E66B67","7ABDB576"
"HardBall III (USA)","SNS-3Y-USA","USA","HardBall III (USA).sfc","2097152","CC944F5990BEFE42400C2AB52FC6E1C7","F3589B15"
"Harley's Humongous Adventure (Europe)","SNSP-HV-UKV","Europe","Harley's Humongous Adventure (Europe).sfc","524288","B770FC3185F98F411A3E6A36B0F00026","07715303"
"Harley's Humongous Adventure (USA)","","USA","Harley's Humongous Adventure (USA).sfc","524288","C8EC889CC6BE02AAFE8CC15DBF3E84B3","91E0C960"
"Harley's Humongous Adventure (USA)","SNS-HV-USA","USA","Harley's Humongous Adventure (USA).sfc","524288","C8EC889CC6BE02AAFE8CC15DBF3E84B3","91E0C960"
"Harley's Humongous Adventure (USA) (Beta)","","","Harley's Humongous Adventure (USA) (Beta).sfc","524288","41C930A9D508671DA52FEFE5D0BDE766","F52EACD1"
"Harvest Moon (Europe)","","","Harvest Moon (Europe).sfc","2097152","FE666C1CD242989617473590F3D743A4","D54E1452"
"Harvest Moon (Germany)","","","Harvest Moon (Germany).sfc","2097152","21C252C096A5AE3D667057F46C85D7C2","3C1037C1"
"Harvest Moon (USA)","SNS-AYWE-USA","USA","Harvest Moon (USA).sfc","2097152","C9BF36A816B6D54AED79D43A6C45111A","F829129E"
"Hashire Hebereke (Japan)","","","Hashire Hebereke (Japan).sfc","1310720","1AAFF7EC0C1213E7ADD1EF2B4BCF197C","DD792499"
"Hat Trick Hero (Japan) (En)","SHVC-HT","Japan","Hat Trick Hero (Japan) (En).sfc","524288","8CDB19821E71ED3B979F8390E8FEA68E","FCE8A74D"
"Hat Trick Hero 2 (Japan)","","","Hat Trick Hero 2 (Japan).sfc","1048576","875EBD0B9ECC6FFB7A071D619586FB37","19E67DFF"
"Hatayama Hatch no Pro Yakyuu News! - Jitsumei Ban (Japan)","","","Hatayama Hatch no Pro Yakyuu News! - Jitsumei Ban (Japan).sfc","1048576","4ABAE3861E8EB3C9A7195C22B47D72D6","7A585763"
"Havoc (USA) (Beta)","","USA","Havoc (USA) (Beta).sfc","524288","49575478E36C2057489BCB311F2AF740","E76979CE"
"Hayazashi Nidan Morita Shougi (Japan)","","","Hayazashi Nidan Morita Shougi (Japan).sfc","524288","EA342F4DA33BF6EB3DC1FD2F89AA751F","81E822AD"
"Hayazashi Nidan Morita Shougi 2 (Japan)","","","Hayazashi Nidan Morita Shougi 2 (Japan).sfc","524288","5851671AEA79961658D0E7B0BA99FC8B","DD852671"
"Head-On Soccer (USA)","SNS-AVSE-USA","USA","Head-On Soccer (USA).sfc","2097152","3595C2E9736C100E263B699ADA348B68","60DC3634"
"Hebereke no Oishii Puzzle wa Irimasenka (Japan)","","","Hebereke no Oishii Puzzle wa Irimasenka (Japan).sfc","1310720","4C001CFC562003F8B9EC93326B10A2FE","0B94CCD4"
"Hebereke no Popoon (Japan)","","Japan","Hebereke no Popoon (Japan).sfc","1048576","932053EFD1A9F95E78F0057FAB09C2E2","890D9C9E"
"Hebereke no Popoon (Japan) (Beta)","","Japan","Hebereke no Popoon (Japan) (Beta).sfc","1048576","222239DF5E4FD7ABF89EEB7D891B3F14","13EFB895"
"Hebereke's Popoitto (Europe)","SNSP-APHP-EUR","Europe","Hebereke's Popoitto (Europe).sfc","524288","DD4524635BE8AB4E73D74179DA5B8416","0CE626BA"
"Hebereke's Popoon (Europe)","SNSP-HU-UKV","Europe","Hebereke's Popoon (Europe).sfc","1048576","258281E69023DFD4F76221C991BF9278","7A313722"
"Heian Fuuunden (Japan)","","Japan","Heian Fuuunden (Japan).sfc","1572864","1D00C833F280C50E3E015F45B9BDE75F","4640D1A2"
"Heisei Gunjin Shougi (Japan)","","","Heisei Gunjin Shougi (Japan).sfc","524288","874D8B7C7ECC7CD65F4846FF6EDF3299","10BCA5E1"
"Heisei Inu Monogatari Bow - Pop'n Smash!! (Japan)","","","Heisei Inu Monogatari Bow - Pop'n Smash!! (Japan).sfc","524288","04DC291B448B838A70B345348BD82ADD","FE4A2622"
"Heisei Shin Onigashima - Kouhen (Japan)","","","Heisei Shin Onigashima - Kouhen (Japan).sfc","3145728","ECC020ECCBBFA20EA2CF362302ADD720","0E4C28FE"
"Heisei Shin Onigashima - Zenpen (Japan)","","","Heisei Shin Onigashima - Zenpen (Japan).sfc","3145728","1535DDC23C9EBDFCE12A84BB9E13EC15","1725E556"
"Heiwa Pachinko World (Japan)","","","Heiwa Pachinko World (Japan).sfc","1572864","C87F7737EF6A2D67425939F1601009D5","B2A081D2"
"Heiwa Pachinko World 2 (Japan)","","","Heiwa Pachinko World 2 (Japan).sfc","2621440","EEED5161E984BFFA752EF981E1AC07ED","975766D5"
"Heiwa Pachinko World 3 (Japan)","","","Heiwa Pachinko World 3 (Japan).sfc","3145728","E4019884B7E482416C907F474244CCC4","37FF1FDF"
"Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation Game (Japan)","","","Heiwa Parlor! Mini 8 - Pachinko Jikki Simulation Game (Japan).sfc","1048576","90935F28DBB3056B277F531874658AC2","AAF45E59"
"Hello! Pac-Man (Japan)","","","Hello! Pac-Man (Japan).sfc","1572864","5DDB69AABE87D5CC9E793222956D85A6","0318FD8C"
"Heracles no Eikou III - Kamigami no Chinmoku (Japan)","","Japan","Heracles no Eikou III - Kamigami no Chinmoku (Japan).sfc","1048576","C610614B9528F338C169984B96FCBC0A","61939546"
"Heracles no Eikou IV - Kamigami kara no Okurimono (Japan)","","Japan","Heracles no Eikou IV - Kamigami kara no Okurimono (Japan).sfc","2097152","F685EAF034D3CF6AFEA7B6040DA2131F","920A738E"
"Hero Senki - Project Olympus (Japan)","","Japan","Hero Senki - Project Olympus (Japan).sfc","1572864","4DB71054142A1DBE0D3DCCEEB4E5C7BB","789DA99C"
"Hero Senki - Project Olympus (Japan)","SHVC-HS","Japan","Hero Senki - Project Olympus (Japan).sfc","1572864","4DB71054142A1DBE0D3DCCEEB4E5C7BB","789DA99C"
"Hi no Ouji - Yamato Takeru (Japan)","","Japan","Hi no Ouji - Yamato Takeru (Japan).sfc","3145728","346926E5B753679B0F149991CAD8E095","2FC4C8A2"
"Higashio Osamu Kanshuu Super Pro Yakyuu Stadium (Japan)","","","Higashio Osamu Kanshuu Super Pro Yakyuu Stadium (Japan).sfc","524288","E87810D478F3175EC97866C3B366490E","4D6B6C80"
"Hiouden - Mamono-tachi to no Chikai (Japan)","","Japan","Hiouden - Mamono-tachi to no Chikai (Japan).sfc","1572864","64B9B14BA3A44D720DEEFC50CF8C2540","1D4AE6AB"
"Hiryuu no Ken S - Golden Fighter (Japan)","SHVC-HK","Japan","Hiryuu no Ken S - Golden Fighter (Japan).sfc","1572864","B200D75D25416445F844E5443C928BC8","1B113C99"
"Hiryuu no Ken S - Hyper Version (Japan)","SHVC-HP","Japan","Hiryuu no Ken S - Hyper Version (Japan).sfc","1572864","9311670CA6BC4470D66DFDB1E60D0EBF","B035EC54"
"Hissatsu Pachinko Collection (Japan)","SHVC-AHPJ-JPN","Japan","Hissatsu Pachinko Collection (Japan).sfc","1048576","A25E227D4C4A1FE3CC2D946EF9480122","A1BF047B"
"Hissatsu Pachinko Collection 2 (Japan)","","","Hissatsu Pachinko Collection 2 (Japan).sfc","2097152","84D1AA50395425EBA74BAD12FDF6159A","4A5B12CE"
"Hissatsu Pachinko Collection 3 (Japan)","","","Hissatsu Pachinko Collection 3 (Japan).sfc","2097152","653053E3DFBC81D6D200F257ECDFFD75","C3DD6D9F"
"Hissatsu Pachinko Collection 4 (Japan)","","","Hissatsu Pachinko Collection 4 (Japan).sfc","2097152","6F153F300E195FF3DA09855B2C91B0CC","0B6F34C7"
"Hisshou 777 Fighter - Pachi-Slot Ryuuguu Densetsu (Japan)","","","Hisshou 777 Fighter - Pachi-Slot Ryuuguu Densetsu (Japan).sfc","524288","F79872D4CC164A6E4E3A54CC0BCB95DA","EF85EB96"
"Hisshou 777 Fighter II - Pachi-Slot Maruhi Jouhou (Japan)","","","Hisshou 777 Fighter II - Pachi-Slot Maruhi Jouhou (Japan).sfc","524288","D196A70E1E92F9F04167EE2A90711C81","26C8072E"
"Hisshou 777 Fighter III - Kokuryuu Ou no Fukkatsu (Japan)","","","Hisshou 777 Fighter III - Kokuryuu Ou no Fukkatsu (Japan).sfc","1048576","E4274B2260BD806865BAAB57648841C4","C386FC22"
"Hisshou Pachi-Slot Fun (Japan)","","","Hisshou Pachi-Slot Fun (Japan).sfc","1048576","9388C9725A02E8909217CC5088FCC165","B37BBD38"
"Hit the Ice - VHL - The Official Video Hockey League (USA)","SNS-HC-USA","USA","Hit the Ice - VHL - The Official Video Hockey League (USA).sfc","524288","7B4088151DF3FA7523010B385A757D49","EC13477E"
"Hokuto no Ken 5 - Tenma Ryuuseiden Ai Zetsu Shou (Japan)","","","Hokuto no Ken 5 - Tenma Ryuuseiden Ai Zetsu Shou (Japan).sfc","1048576","24C48CD81E9E2DF7A4BBCB0088A328FF","68BDCBD7"
"Hokuto no Ken 6 - Gekitou Denshouken Haou e no Michi (Japan)","SHVC-K6","Japan","Hokuto no Ken 6 - Gekitou Denshouken Haou e no Michi (Japan).sfc","1572864","B910D99D2A06DB43862DDAEADC11C062","E51CD206"
"Hokuto no Ken 7 - Seiken Retsuden Denshousha e no Michi (Japan)","","","Hokuto no Ken 7 - Seiken Retsuden Denshousha e no Michi (Japan).sfc","2621440","D027ED8073EB9DFF3B51747A738C1CB8","143E5A7D"
"Holy Striker (Japan)","","","Holy Striker (Japan).sfc","1048576","68B340464B26AD36F5DB110918C1E06D","46ACFC84"
"Holy Umbrella - Dondera no Mubou!! (Japan)","","Japan","Holy Umbrella - Dondera no Mubou!! (Japan).sfc","2621440","69D50AA193E7B3988C761F96C5DCDD5A","F0A9DEAD"
"Home Alone (Europe)","SNSP-HA-UKV","Europe","Home Alone (Europe).sfc","524288","F5D988F2FF91699D82D6899EC7FB4C0F","3EEEA766"
"Home Alone (Japan)","","","Home Alone (Japan).sfc","524288","E7EDB2CB7C247A79D5E99B2F1D8E048B","6278BCA1"
"Home Alone (USA)","SNS-HA-USA","USA","Home Alone (USA).sfc","524288","87447E71A602B02797054A4D80349C20","07C494B1"
"Home Alone 2 - Lost in New York (Europe)","SNSP-HN-UKV","Europe","Home Alone 2 - Lost in New York (Europe).sfc","524288","0B79142DCF0B6DB08360A1FD7C6BA884","226998D6"
"Home Alone 2 - Lost in New York (USA)","SNS-HN-USA","USA","Home Alone 2 - Lost in New York (USA).sfc","524288","B41839190D010FF407BFFCA3DCB3F716","D19165D9"
"Home Improvement - Power Tool Pursuit! (USA)","","USA","Home Improvement - Power Tool Pursuit! (USA).sfc","1572864","C9A7BDEDD316EB187EF2154EC6C17126","FA698C31"
"Home Improvement - Power Tool Pursuit! (USA)","SNS-AHIE-USA","USA","Home Improvement - Power Tool Pursuit! (USA).sfc","1572864","C9A7BDEDD316EB187EF2154EC6C17126","FA698C31"
"Honkaku Mahjong - Tetsuman (Japan)","","","Honkaku Mahjong - Tetsuman (Japan).sfc","524288","6696AE3D37309FBAB8ABD0057FC46687","53F03DB9"
"Honkaku Mahjong - Tetsuman II (Japan)","","","Honkaku Mahjong - Tetsuman II (Japan).sfc","524288","3153BCDB377CDE82BBFBAC70B943AA96","A43C5A39"
"Honkaku Shougi - Fuuunji Ryuuou (Japan)","","","Honkaku Shougi - Fuuunji Ryuuou (Japan).sfc","1048576","6DAB4BF6C34CEF8CACAA58D7ACDE17DB","B8BE82C2"
"Honkakuha Igo - Gosei (Japan)","","","Honkakuha Igo - Gosei (Japan).sfc","1048576","5B15C6EBF5BF1AC329A7401A9CC9D328","8F322C56"
"Honke Hanafuda (Japan)","SHVC-87","Japan","Honke Hanafuda (Japan).sfc","1048576","8FA43792BE4BBB08ACA9BBE17E672F06","53206326"
"Honke Sankyo Fever - Jikki Simulation (Japan)","SHVC-AFPJ-JPN","Japan","Honke Sankyo Fever - Jikki Simulation (Japan).sfc","1572864","A52CA11D9A02D63F18224BC58B388DB5","3BBDF518"
"Honke Sankyo Fever 2 - Jikki Simulation (Japan)","SHVC-A33J-JPN","Japan","Honke Sankyo Fever 2 - Jikki Simulation (Japan).sfc","1572864","E23D1A091D347915BDC34C2ED4E321AC","57FF6D4C"
"Honke Sankyo Fever 3 - Jikki Simulation (Japan)","","","Honke Sankyo Fever 3 - Jikki Simulation (Japan).sfc","1048576","3662BB1394622A25B40C7B033CB097D5","759A4585"
"Honoo no Toukyuuji - Dodge Danpei (Japan)","SHVC-DD","Japan","Honoo no Toukyuuji - Dodge Danpei (Japan).sfc","1048576","1EB2AF42E707C842EB05E3B8C5C16464","5947A7A4"
"Honoo no Toukyuuji - Dodge Danpei (Japan) (Sample)","","Japan","Honoo no Toukyuuji - Dodge Danpei (Japan) (Sample).sfc","1048576","6873128F3AE0D4D802DB8B0626AA7F7F","435EC942"
"Hook (Europe)","SNSP-HO-UKV","Europe","Hook (Europe).sfc","1048576","7693F2AC4BA870378BBD26935F24AFE2","6679A772"
"Hook (Japan)","","","Hook (Japan).sfc","1048576","979397F68CDA4B78DEFB6AE1319724D9","6F91883E"
"Hook (USA)","","USA","Hook (USA).sfc","1048576","1A0A3A079DB7A848EE019161CBDB1788","0C572EF0"
